EXPNUM,NOBJECTS,PFW_ATTEMPT_ID,EXPTIME,NITE
656770,13071.00000000,2506915,200.00000000,20170628
656771,12579.00000000,2506916,200.00000000,20170628
656772,12627.00000000,2506917,200.00000000,20170628
656773,13101.00000000,2507909,200.00000000,20170628
656774,12641.00000000,2507910,200.00000000,20170628
656775,12934.00000000,2506918,200.00000000,20170628
656776,13316.00000000,2508918,200.00000000,20170628
656777,12823.00000000,2506919,200.00000000,20170628
656778,13278.00000000,2507911,200.00000000,20170628
656779,13164.00000000,2506920,200.00000000,20170628
656780,12994.00000000,2507912,200.00000000,20170628
656781,12892.00000000,2506921,200.00000000,20170628
656782,12740.00000000,2506922,200.00000000,20170628
657142,13895.00000000,2508919,200.00000000,20170629
657143,14117.00000000,2506923,200.00000000,20170629
657144,14093.00000000,2508920,200.00000000,20170629
657145,14405.00000000,2507913,200.00000000,20170629
657146,14093.00000000,2506924,200.00000000,20170629
657147,13790.00000000,2507914,200.00000000,20170629
657148,14260.00000000,2507915,200.00000000,20170629
657149,14158.00000000,2506925,200.00000000,20170629
657150,13741.00000000,2507916,200.00000000,20170629
657151,13286.00000000,2507917,200.00000000,20170629
657152,13418.00000000,2507918,200.00000000,20170629
657153,13694.00000000,2508921,200.00000000,20170629
657154,13082.00000000,2507919,200.00000000,20170629
657155,13252.00000000,2506926,200.00000000,20170629
657156,13354.00000000,2507920,200.00000000,20170629
657157,13215.00000000,2507921,200.00000000,20170629
657158,13667.00000000,2507922,200.00000000,20170629
657159,13430.00000000,2506927,200.00000000,20170629
657160,13861.00000000,2506928,200.00000000,20170629
657161,13493.00000000,2506929,200.00000000,20170629
657162,16617.00000000,2508922,200.00000000,20170629
657163,13731.00000000,2507923,200.00000000,20170629
657164,13433.00000000,2507924,200.00000000,20170629
657165,14307.00000000,2507925,200.00000000,20170629
657166,13489.00000000,2506930,200.00000000,20170629
657167,13649.00000000,2506931,200.00000000,20170629
657168,13691.00000000,2506932,200.00000000,20170629
657169,13492.00000000,2507926,200.00000000,20170629
657170,14246.00000000,2506933,200.00000000,20170629
657171,14102.00000000,2506934,200.00000000,20170629
657551,13528.00000000,2508923,78.00000000,20170630
657552,44900.00000000,2507927,600.00000000,20170630
657553,44964.00000000,2506935,600.00000000,20170630
657554,43883.00000000,2506936,600.00000000,20170630
657555,44767.00000000,2507928,600.00000000,20170630
657556,45828.00000000,2507929,600.00000000,20170630
657557,45262.00000000,2507930,600.00000000,20170630
657558,17291.00000000,2506937,120.00000000,20170630
657559,16931.00000000,2507931,120.00000000,20170630
657560,18148.00000000,2507932,120.00000000,20170630
657582,7646.00000000,2507933,78.00000000,20170630
657583,33723.00000000,2506938,600.00000000,20170630
657584,32661.00000000,2508924,600.00000000,20170630
657585,32734.00000000,2508925,600.00000000,20170630
657586,33341.00000000,2508926,600.00000000,20170630
657587,34132.00000000,2506939,600.00000000,20170630
657588,33149.00000000,2507934,600.00000000,20170630
657589,10570.00000000,2507935,120.00000000,20170630
657590,10070.00000000,2508927,120.00000000,20170630
657591,10290.00000000,2508928,120.00000000,20170630
665143,4942.00000000,2508929,60.00000000,20170803
665144,5138.00000000,2507936,60.00000000,20170803
665149,5069.00000000,2506940,60.00000000,20170803
665154,5104.00000000,2508930,60.00000000,20170803
665163,4383.00000000,2508931,60.00000000,20170803
665168,4851.00000000,2508932,60.00000000,20170803
665660,5166.00000000,2508933,60.00000000,20170804
665665,5445.00000000,2508934,60.00000000,20170804
665670,5374.00000000,2507937,60.00000000,20170804
665679,4441.00000000,2506941,60.00000000,20170804
665684,4448.00000000,2506942,60.00000000,20170804
666973,11925.00000000,2508935,30.00000000,20170814
666974,11200.00000000,2506943,30.00000000,20170814
666975,10798.00000000,2508936,30.00000000,20170814
666976,9822.00000000,2507938,30.00000000,20170814
666977,9896.00000000,2508937,30.00000000,20170814
666978,9175.00000000,2508938,30.00000000,20170814
666979,8911.00000000,2507939,30.00000000,20170814
666980,9184.00000000,2507940,30.00000000,20170814
666981,9739.00000000,2507941,30.00000000,20170814
666982,10916.00000000,2506944,30.00000000,20170814
666983,10117.00000000,2507942,30.00000000,20170814
666984,10666.00000000,2506945,30.00000000,20170814
666985,10089.00000000,2506946,30.00000000,20170814
666986,11411.00000000,2507943,30.00000000,20170814
666987,10840.00000000,2506947,30.00000000,20170814
666988,10758.00000000,2507944,30.00000000,20170814
666989,10765.00000000,2508939,30.00000000,20170814
666990,11491.00000000,2507945,30.00000000,20170814
666991,11184.00000000,2506948,30.00000000,20170814
666992,12647.00000000,2508940,30.00000000,20170814
666993,11887.00000000,2506949,30.00000000,20170814
666994,11648.00000000,2507946,30.00000000,20170814
668964,8124.00000000,2506950,90.00000000,20170818
668970,8332.00000000,2507947,90.00000000,20170818
669369,12178.00000000,2508941,180.00000000,20170819
669370,12351.00000000,2506951,180.00000000,20170819
669853,10354.00000000,2508942,180.00000000,20170820
669854,10768.00000000,2506952,180.00000000,20170820
669855,10769.00000000,2507948,180.00000000,20170820
669856,10679.00000000,2507949,180.00000000,20170820
671192,8004.00000000,2507950,180.00000000,20170823
671193,8226.00000000,2508943,180.00000000,20170823
671194,8019.00000000,2507951,180.00000000,20170823
671195,8250.00000000,2507952,180.00000000,20170823
671496,11330.00000000,2507953,180.00000000,20170824
671497,11386.00000000,2507954,180.00000000,20170824
671498,11110.00000000,2507955,180.00000000,20170824
671499,10707.00000000,2508944,180.00000000,20170824
671870,10028.00000000,2508945,180.00000000,20170825
671871,9484.00000000,2506953,180.00000000,20170825
671872,9721.00000000,2507956,180.00000000,20170825
671873,9221.00000000,2506954,180.00000000,20170825
675096,10604.00000000,2508946,30.00000000,20170906
675097,10824.00000000,2507957,30.00000000,20170906
675098,11292.00000000,2507958,30.00000000,20170906
675099,11534.00000000,2507959,30.00000000,20170906
675100,11239.00000000,2508947,30.00000000,20170906
675101,12160.00000000,2506955,30.00000000,20170906
675102,12063.00000000,2507960,30.00000000,20170906
675103,11792.00000000,2506956,30.00000000,20170906
675104,11696.00000000,2507961,30.00000000,20170906
675105,11581.00000000,2506957,30.00000000,20170906
675106,11993.00000000,2506958,30.00000000,20170906
675107,11406.00000000,2507962,30.00000000,20170906
675108,11745.00000000,2507963,30.00000000,20170906
675109,11868.00000000,2506959,30.00000000,20170906
675110,11624.00000000,2506960,30.00000000,20170906
675111,10924.00000000,2508948,30.00000000,20170906
675112,10915.00000000,2507964,30.00000000,20170906
675113,11930.00000000,2507965,30.00000000,20170906
675114,10887.00000000,2507966,30.00000000,20170906
675115,12875.00000000,2506961,30.00000000,20170906
675116,11888.00000000,2506962,30.00000000,20170906
675117,11592.00000000,2508949,30.00000000,20170906
680599,4682.00000000,2508950,30.00000000,20170922
680928,4765.00000000,2507967,30.00000000,20170923
683157,2680.00000000,2507968,30.00000000,20170929
683617,4410.00000000,2506963,30.00000000,20171001
685496,4538.00000000,2507969,30.00000000,20171009
687984,4902.00000000,2508951,30.00000000,20171016
689280,18153.00000000,2507970,360.00000000,20171020
689281,17614.00000000,2508952,360.00000000,20171020
689282,17886.00000000,2508953,360.00000000,20171020
689283,17995.00000000,2507971,360.00000000,20171020
689284,18216.00000000,2507972,360.00000000,20171020
689285,18250.00000000,2506964,360.00000000,20171020
689286,17877.00000000,2507973,360.00000000,20171020
689287,17825.00000000,2507974,360.00000000,20171020
689288,17968.00000000,2507975,360.00000000,20171020
689289,17794.00000000,2507976,360.00000000,20171020
689441,4260.00000000,2508954,30.00000000,20171020
691313,4022.00000000,2507977,30.00000000,20171026
691714,4137.00000000,2507978,30.00000000,20171027
692524,4539.00000000,2506965,30.00000000,20171029
692815,4027.00000000,2508955,30.00000000,20171030
693205,5318.00000000,2507979,30.00000000,20171031
693698,3280.00000000,2508956,30.00000000,20171106
694379,4285.00000000,2506966,30.00000000,20171108
696083,3874.00000000,2506967,30.00000000,20171113
696672,4831.00000000,2507980,30.00000000,20171115
698567,3505.00000000,2508957,30.00000000,20171121
698948,4417.00000000,2506968,30.00000000,20171122
700770,3581.00000000,2507981,30.00000000,20171127
701111,9417.00000000,2506969,30.00000000,20171128
701272,4986.00000000,2506970,60.00000000,20171129
701282,4095.00000000,2507982,60.00000000,20171129
701292,4796.00000000,2508958,60.00000000,20171129
701321,6316.00000000,2508959,60.00000000,20171129
701331,4563.00000000,2507983,60.00000000,20171129
701492,10746.00000000,2506971,60.00000000,20171129
701493,10997.00000000,2506972,60.00000000,20171129
701494,10842.00000000,2508960,60.00000000,20171129
701495,10318.00000000,2506973,60.00000000,20171129
701496,9793.00000000,2508961,60.00000000,20171129
701497,10209.00000000,2507984,60.00000000,20171129
701498,10095.00000000,2506974,60.00000000,20171129
701499,10423.00000000,2507985,60.00000000,20171129
701500,11396.00000000,2506975,60.00000000,20171129
701501,12171.00000000,2506976,60.00000000,20171129
701502,12846.00000000,2508962,60.00000000,20171129
701503,11882.00000000,2507986,60.00000000,20171129
701504,12221.00000000,2507987,60.00000000,20171129
701505,12842.00000000,2507988,60.00000000,20171129
701506,11559.00000000,2506977,60.00000000,20171129
701507,12455.00000000,2508963,60.00000000,20171129
701508,12994.00000000,2507989,60.00000000,20171129
701509,13550.00000000,2507990,60.00000000,20171129
701510,13393.00000000,2506978,60.00000000,20171129
701511,14371.00000000,2507991,60.00000000,20171129
701512,13120.00000000,2508964,60.00000000,20171129
701513,14250.00000000,2506979,60.00000000,20171129
701523,4551.00000000,2507992,60.00000000,20171129
701533,5293.00000000,2507993,60.00000000,20171129
701543,8641.00000000,2506980,60.00000000,20171129
701544,8150.00000000,2508965,60.00000000,20171129
701549,10508.00000000,2508966,60.00000000,20171129
701554,6113.00000000,2506981,60.00000000,20171129
701568,4784.00000000,2508967,60.00000000,20171129
701578,5218.00000000,2506982,60.00000000,20171129
701588,7840.00000000,2508968,60.00000000,20171129
701598,4350.00000000,2506983,60.00000000,20171129
701884,2756.00000000,2506984,30.00000000,20171204
702192,8780.00000000,2506985,30.00000000,20171205
702452,2849.00000000,2508969,30.00000000,20171206
703984,10975.00000000,2506986,30.00000000,20171210
705344,10483.00000000,2508970,30.00000000,20171214
705916,3231.00000000,2506987,30.00000000,20171220
707117,3376.00000000,2508971,30.00000000,20171224
708497,3151.00000000,2507994,30.00000000,20171230
708908,10758.00000000,2507995,60.00000000,20180102
708909,11334.00000000,2506988,60.00000000,20180102
708910,11088.00000000,2506989,60.00000000,20180102
708911,11175.00000000,2508972,60.00000000,20180102
708912,11101.00000000,2506990,60.00000000,20180102
708913,11795.00000000,2507996,60.00000000,20180102
708914,12168.00000000,2506991,60.00000000,20180102
708915,11935.00000000,2506992,60.00000000,20180102
708916,12224.00000000,2508973,60.00000000,20180102
708917,12017.00000000,2508974,60.00000000,20180102
708918,12143.00000000,2508975,60.00000000,20180102
708919,11972.00000000,2508976,60.00000000,20180102
708920,11953.00000000,2506993,60.00000000,20180102
708921,11903.00000000,2508977,60.00000000,20180102
708922,11878.00000000,2506994,60.00000000,20180102
708923,12774.00000000,2507997,60.00000000,20180102
708924,11838.00000000,2507998,60.00000000,20180102
708925,13112.00000000,2508978,60.00000000,20180102
708926,13502.00000000,2506995,60.00000000,20180102
708927,12806.00000000,2506996,60.00000000,20180102
708928,11453.00000000,2506997,60.00000000,20180102
708929,12829.00000000,2506998,60.00000000,20180102
708996,13359.00000000,2507999,60.00000000,20180102
708997,13289.00000000,2508000,60.00000000,20180102
708998,13642.00000000,2508979,60.00000000,20180102
708999,13356.00000000,2508980,60.00000000,20180102
709000,13400.00000000,2508001,60.00000000,20180102
709001,13694.00000000,2506999,60.00000000,20180102
709002,13498.00000000,2508981,60.00000000,20180102
709003,13236.00000000,2508002,60.00000000,20180102
709004,12959.00000000,2508003,60.00000000,20180102
709005,13311.00000000,2507000,60.00000000,20180102
709006,13429.00000000,2507001,60.00000000,20180102
709007,12521.00000000,2507002,60.00000000,20180102
709008,13208.00000000,2507003,60.00000000,20180102
709009,13101.00000000,2508982,60.00000000,20180102
709010,11626.00000000,2507004,60.00000000,20180102
709011,13101.00000000,2508983,60.00000000,20180102
709012,12559.00000000,2508984,60.00000000,20180102
709013,12776.00000000,2508985,60.00000000,20180102
709014,12536.00000000,2508986,60.00000000,20180102
709015,12893.00000000,2508004,60.00000000,20180102
709016,12067.00000000,2508987,60.00000000,20180102
709017,12740.00000000,2507005,60.00000000,20180102
709191,3242.00000000,2508005,30.00000000,20180103
709776,18116.00000000,2508988,360.00000000,20180105
709777,18383.00000000,2508006,360.00000000,20180105
709778,18173.00000000,2507006,360.00000000,20180105
709779,18261.00000000,2508007,360.00000000,20180105
709780,18246.00000000,2508008,360.00000000,20180105
709781,17867.00000000,2508009,360.00000000,20180105
709782,17758.00000000,2508989,360.00000000,20180105
709783,17471.00000000,2508010,360.00000000,20180105
709784,18245.00000000,2507007,360.00000000,20180105
709785,17811.00000000,2507008,360.00000000,20180105
710020,21859.00000000,2508990,360.00000000,20180106
710021,18133.00000000,2508011,360.00000000,20180106
710022,18085.00000000,2507009,360.00000000,20180106
710023,17841.00000000,2507010,360.00000000,20180106
710024,18179.00000000,2507011,360.00000000,20180106
710025,18686.00000000,2508991,360.00000000,20180106
710026,17930.00000000,2508012,360.00000000,20180106
710027,17454.00000000,2507012,360.00000000,20180106
710028,17583.00000000,2508992,360.00000000,20180106
710029,17581.00000000,2507013,360.00000000,20180106
710631,3275.00000000,2508013,30.00000000,20180108
712180,2997.00000000,2507014,30.00000000,20180114
713864,2935.00000000,2508014,30.00000000,20180120
715700,2679.00000000,2508015,30.00000000,20180125
732556,21961.00000000,2507015,60.00000000,20180327
732557,23822.00000000,2508016,60.00000000,20180327
732558,21761.00000000,2508993,60.00000000,20180327
732559,22023.00000000,2507016,60.00000000,20180327
732560,21888.00000000,2507017,60.00000000,20180327
732561,22918.00000000,2507018,60.00000000,20180327
732562,20428.00000000,2508017,60.00000000,20180327
732563,22059.00000000,2508018,60.00000000,20180327
732564,23377.00000000,2507019,60.00000000,20180327
732565,27844.00000000,2508019,60.00000000,20180327
732566,23880.00000000,2508020,60.00000000,20180327
732567,23255.00000000,2507020,60.00000000,20180327
732568,23601.00000000,2508994,60.00000000,20180327
732569,51988.00000000,2507021,60.00000000,20180327
732570,23462.00000000,2508021,60.00000000,20180327
732571,24520.00000000,2508022,60.00000000,20180327
732572,26051.00000000,2507022,60.00000000,20180327
732573,24237.00000000,2507023,60.00000000,20180327
732574,26457.00000000,2508995,60.00000000,20180327
732575,24602.00000000,2508023,60.00000000,20180327
732576,24204.00000000,2508024,60.00000000,20180327
732577,26096.00000000,2508996,60.00000000,20180327
748425,21409.00000000,2508025,300.00000000,20180519
748426,20409.00000000,2508997,300.00000000,20180519
748427,21204.00000000,2507024,300.00000000,20180519
755118,31359.00000000,2507025,60.00000000,20180713
755119,29837.00000000,2508026,60.00000000,20180713
755120,31561.00000000,2507026,60.00000000,20180713
755121,33210.00000000,2507027,60.00000000,20180713
755122,30905.00000000,2508027,60.00000000,20180713
755123,31635.00000000,2507028,60.00000000,20180713
755124,30378.00000000,2507029,60.00000000,20180713
755125,29659.00000000,2508028,60.00000000,20180713
755126,30106.00000000,2508998,60.00000000,20180713
755127,36213.00000000,2508029,60.00000000,20180713
755128,29182.00000000,2508999,60.00000000,20180713
755129,30820.00000000,2508030,60.00000000,20180713
755130,30207.00000000,2508031,60.00000000,20180713
755131,68268.00000000,2509000,60.00000000,20180713
755132,29284.00000000,2508032,60.00000000,20180713
755133,31915.00000000,2507030,60.00000000,20180713
755134,34874.00000000,2509001,60.00000000,20180713
755135,31349.00000000,2508033,60.00000000,20180713
755136,33804.00000000,2507031,60.00000000,20180713
755137,31196.00000000,2507032,60.00000000,20180713
755138,31585.00000000,2507033,60.00000000,20180713
755139,32544.00000000,2507034,60.00000000,20180713
757206,3266.00000000,2507035,30.00000000,20180720
766744,7192.00000000,2507036,60.00000000,20180828
766745,6934.00000000,2509002,60.00000000,20180828
766746,7118.00000000,2509003,60.00000000,20180828
766747,7182.00000000,2508034,60.00000000,20180828
766748,6884.00000000,2507037,60.00000000,20180828
766749,7024.00000000,2509004,60.00000000,20180828
766750,7165.00000000,2509005,60.00000000,20180828
766751,7197.00000000,2509006,60.00000000,20180828
766752,7089.00000000,2509007,60.00000000,20180828
766753,6531.00000000,2507038,60.00000000,20180828
766754,6677.00000000,2508035,60.00000000,20180828
766755,6842.00000000,2508036,60.00000000,20180828
766756,6793.00000000,2508037,60.00000000,20180828
766757,6801.00000000,2509008,60.00000000,20180828
766758,6628.00000000,2507039,60.00000000,20180828
766759,6477.00000000,2509009,60.00000000,20180828
766760,6186.00000000,2508038,60.00000000,20180828
766761,6606.00000000,2508039,60.00000000,20180828
766762,6145.00000000,2507040,60.00000000,20180828
766763,6359.00000000,2509010,60.00000000,20180828
766764,6720.00000000,2507041,60.00000000,20180828
766765,6290.00000000,2508040,60.00000000,20180828
787233,7538.00000000,2509011,60.00000000,20181025
787234,7320.00000000,2509012,60.00000000,20181025
787235,7266.00000000,2508041,60.00000000,20181025
787236,7524.00000000,2508042,60.00000000,20181025
787237,7302.00000000,2507042,60.00000000,20181025
787238,7736.00000000,2508043,60.00000000,20181025
787239,8009.00000000,2507043,60.00000000,20181025
787240,8176.00000000,2508044,60.00000000,20181025
787241,8056.00000000,2509013,60.00000000,20181025
787242,7848.00000000,2507044,60.00000000,20181025
787243,7646.00000000,2509014,60.00000000,20181025
787244,8071.00000000,2509015,60.00000000,20181025
787245,7726.00000000,2509016,60.00000000,20181025
787246,7723.00000000,2508045,60.00000000,20181025
787247,7333.00000000,2507045,60.00000000,20181025
787248,6772.00000000,2509017,60.00000000,20181025
787249,6638.00000000,2508046,60.00000000,20181025
787250,6262.00000000,2509018,60.00000000,20181025
787251,6179.00000000,2508047,60.00000000,20181025
787252,6891.00000000,2509019,60.00000000,20181025
787253,6515.00000000,2507046,60.00000000,20181025
787254,6751.00000000,2509020,60.00000000,20181025
795615,8920.00000000,2508048,60.00000000,20181123
795616,9967.00000000,2507047,60.00000000,20181123
795617,9810.00000000,2507048,60.00000000,20181123
795618,8973.00000000,2508049,60.00000000,20181123
795619,9102.00000000,2508050,60.00000000,20181123
795620,9470.00000000,2509021,60.00000000,20181123
795621,9287.00000000,2508051,60.00000000,20181123
795622,9139.00000000,2509022,60.00000000,20181123
795623,10350.00000000,2508052,60.00000000,20181123
795624,10457.00000000,2509023,60.00000000,20181123
795625,10069.00000000,2507049,60.00000000,20181123
795626,10499.00000000,2509024,60.00000000,20181123
795627,10554.00000000,2509025,60.00000000,20181123
795628,11117.00000000,2507050,60.00000000,20181123
795629,10343.00000000,2508053,60.00000000,20181123
795630,11107.00000000,2508054,60.00000000,20181123
795631,10518.00000000,2507051,60.00000000,20181123
795632,10503.00000000,2507052,60.00000000,20181123
795633,10372.00000000,2508055,60.00000000,20181123
795634,9593.00000000,2509026,60.00000000,20181123
795635,9406.00000000,2509027,60.00000000,20181123
795636,10077.00000000,2508056,60.00000000,20181123
807032,19912.00000000,2508057,360.00000000,20181228
807033,19849.00000000,2508058,360.00000000,20181228
807034,20321.00000000,2507053,360.00000000,20181228
807035,20019.00000000,2509028,360.00000000,20181228
807036,19540.00000000,2507054,360.00000000,20181228
807037,19701.00000000,2507055,360.00000000,20181228
807321,19945.00000000,2509029,360.00000000,20181229
807322,20771.00000000,2507056,360.00000000,20181229
807323,19995.00000000,2509030,360.00000000,20181229
807324,20476.00000000,2507057,360.00000000,20181229
807325,19779.00000000,2508059,360.00000000,20181229
807326,20566.00000000,2509031,360.00000000,20181229
807327,19932.00000000,2509032,360.00000000,20181229
807635,19806.00000000,2507058,360.00000000,20181230
807636,20048.00000000,2507059,360.00000000,20181230
807637,20521.00000000,2509033,360.00000000,20181230
807638,20557.00000000,2509034,360.00000000,20181230
807639,20510.00000000,2507060,360.00000000,20181230
807640,20297.00000000,2509035,360.00000000,20181230
809080,21561.00000000,2509036,360.00000000,20190104
809081,21391.00000000,2507061,360.00000000,20190104
809082,21024.00000000,2507062,360.00000000,20190104
809083,21426.00000000,2509037,360.00000000,20190104
809084,20805.00000000,2509038,360.00000000,20190104
809085,20756.00000000,2507063,360.00000000,20190104
809086,20675.00000000,2509039,360.00000000,20190104
812857,15211.00000000,2509040,60.00000000,20190116
812858,15769.00000000,2508060,60.00000000,20190116
812859,15190.00000000,2508061,60.00000000,20190116
812860,15491.00000000,2507064,60.00000000,20190116
812861,13617.00000000,2507065,60.00000000,20190116
812862,13821.00000000,2508062,60.00000000,20190116
812863,14797.00000000,2507066,60.00000000,20190116
812864,15837.00000000,2507067,60.00000000,20190116
812865,16041.00000000,2507068,60.00000000,20190116
812866,15386.00000000,2508063,60.00000000,20190116
812867,16087.00000000,2508064,60.00000000,20190116
812868,15543.00000000,2507069,60.00000000,20190116
812869,16312.00000000,2507070,60.00000000,20190116
812870,15585.00000000,2507071,60.00000000,20190116
812871,16052.00000000,2509041,60.00000000,20190116
812872,16542.00000000,2508065,60.00000000,20190116
812873,16193.00000000,2507072,60.00000000,20190116
812874,15808.00000000,2509042,60.00000000,20190116
812875,17080.00000000,2507073,60.00000000,20190116
812876,14701.00000000,2508066,60.00000000,20190116
812877,14609.00000000,2507074,60.00000000,20190116
812878,15870.00000000,2509043,60.00000000,20190116
